   Nr |                      x |               math.tan |              cont_frac |            poly_approx |   err_frac |   err_poly 
   56 |     -0.883640460576409 |     -1.218671326554707 |     -1.218671326553707 |     -1.218933939524556 |   1.00e-12 |   2.63e-04
   57 |      1.305959366389113 |      3.687213461450830 |      3.687213461451829 |      3.687213517205025 |   9.99e-13 |   5.58e-08
   58 |      1.520084513274178 |     19.702364287245224 |     19.702364287246240 |     19.702364287245270 |   1.02e-12 |   4.62e-14
   59 |     -1.265677503751752 |     -3.175068534499744 |     -3.175068534498743 |     -3.175068732634656 |   1.00e-12 |   1.98e-07
   60 |     -0.950811591324452 |     -1.400783952107364 |     -1.400783952106363 |     -1.400891129945521 |   1.00e-12 |   1.07e-04
   61 |      1.470474494304818 |      9.934456925044543 |      9.934456925045504 |      9.934456925053649 |   9.61e-13 |   9.11e-12
   62 |     -0.798463525889581 |     -1.026478178644529 |     -1.026478178643528 |     -1.027197020418493 |   1.00e-12 |   7.19e-04
   63 |     -0.964135132184625 |     -1.441003908447987 |     -1.441003908446987 |     -1.441092523956434 |   1.00e-12 |   8.86e-05
   64 |      1.553278833084102 |     57.079952582635514 |     57.079952582636317 |     57.079952582635713 |   8.03e-13 |   1.99e-13
   65 |     -0.886233291028625 |     -1.225135364172403 |     -1.225135364171403 |     -1.225389504870529 |   9.99e-13 |   2.54e-04
   66 |      0.471823824898737 |      0.510262452570747 |      0.510262452571747 |      0.510259939318518 |   1.00e-12 |   2.51e-06
   67 |      1.323043365108889 |      3.953354439665005 |      3.953354439666002 |      3.953354470332041 |   9.97e-13 |   3.07e-08
   68 |     -0.510395011108733 |     -0.559877433326805 |     -0.559877433325804 |     -0.559871365679526 |   1.00e-12 |   6.07e-06
   69 |      0.808880445660459 |      1.048102974074496 |      1.048102974075495 |      1.048742910227893 |   9.99e-13 |   6.40e-04
   70 |      0.083500562218307 |      0.083695169863189 |      0.083695169864189 |      0.083695169863176 |   1.00e-12 |   1.22e-14
   71 |     -1.494669060811878 |    -13.110512422382126 |    -13.110512422381129 |    -13.110512422382897 |   9.97e-13 |   7.71e-13
   72 |     -1.436958788814052 |     -7.427079456136567 |     -7.427079456135550 |     -7.427079456258118 |   1.02e-12 |   1.22e-10
   73 |      1.273493183619314 |      3.263880253112234 |      3.263880253113235 |      3.263880410184084 |   1.00e-12 |   1.57e-07
   74 |     -0.291443397532335 |     -0.299985397388058 |     -0.299985397387058 |     -0.299985385560298 |   1.00e-12 |   1.18e-08
   75 |     -1.287655856485646 |     -3.436927386717415 |     -3.436927386716416 |     -3.436927488178490 |   9.99e-13 |   1.01e-07
   76 |     -1.432237605832420 |     -7.170911227902903 |     -7.170911227901899 |     -7.170911228068905 |   1.00e-12 |   1.66e-10
   77 |      0.876068653468936 |      1.200025871333786 |      1.200025871334783 |      1.200314654180045 |   9.97e-13 |   2.89e-04
   78 |      0.641498943705266 |      0.746876303493088 |      0.746876303494088 |      0.746795767592933 |   1.00e-12 |   8.05e-05
   79 |      0.227571953075792 |      0.231583652526801 |      0.231583652527801 |      0.231583651759244 |   1.00e-12 |   7.68e-10
   80 |     -0.557472896868642 |     -0.623434675652692 |     -0.623434675651691 |     -0.623418287928823 |   1.00e-12 |   1.64e-05
   81 |     -1.334385620696328 |     -4.150828115506714 |     -4.150828115505712 |     -4.150828135650952 |   1.00e-12 |   2.01e-08
   82 |      0.236761774601368 |      0.241287257761889 |      0.241287257762889 |      0.241287256573386 |   1.00e-12 |   1.19e-09
   83 |     -0.277856658132853 |     -0.285235182115121 |     -0.285235182114121 |     -0.285235175141999 |   1.00e-12 |   6.97e-09
   84 |     -1.221600900184707 |     -2.746370114288963 |     -2.746370114287962 |     -2.746370776315736 |   1.00e-12 |   6.62e-07
   85 |     -0.113898645329847 |     -0.114393746614165 |     -0.114393746613165 |     -0.114393746613792 |   1.00e-12 |   3.73e-13
   86 |      0.276325161977835 |      0.283579806631671 |      0.283579806632671 |      0.283579800072198 |   1.00e-12 |   6.56e-09
   87 |     -1.234249705636788 |     -2.858318001962719 |     -2.858318001961718 |     -2.858318478085470 |   1.00e-12 |   4.76e-07
   88 |     -0.117775226840471 |     -0.118322818851467 |     -0.118322818850467 |     -0.118322818850928 |   1.00e-12 |   5.39e-13
